DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;FT;DPTO;fex_c_2011
4634688;1;3;1;50;08; ; ;3;3; ;2;2;2;2;1;12; ; ; ; ; ; ;06;1;08;654,339524428728
4634689;1;1;1;50;08; ; ;1;4; ;2;2;2;2;1;10; ; ; ; ; ; ;06;1;08;492,655040475433
4634689;1;2;1;50;08; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;08;492,655040475433
4634689;1;3;1;50;08; ; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;08;492,655040475433
4634690;1;1;1;50;08; ; ;1;4; ;2;2;2;2;1;9; ; ; ; ; ; ;06;1;08;485,925740445988
4634690;1;2;1;50;08; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;08;485,925740445988
4634691;1;1;1;50;08; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;08;636,57475623583
4634691;1;2;1;50;08; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;06;1;08;636,57475623583
4634691;1;3;1;50;08; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;08;636,57475623583
4634692;1;1;1;50;08; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;08;544,392035318452
4634693;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;11;2708,07439726486
4634693;1;2;1;50;11; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;11;2708,07439726486
4634694;1;1;1;50;11; ; ;3;6;DESCANSANDO;2;2;2;2;2; ; ; ; ; ; ; ;06;1;11;3043,1866712548
4634694;1;2;1;50;11; ; ;2;6;DESCANSANDO;2;2;2;2;2; ; ; ; ; ; ; ;06;1;11;3043,1866712548
4634694;1;3;1;50;11; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;11;3043,1866712548
4634695;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;11;2704,33945695325
4634696;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;11;3304,4394477536
4634697;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;404,229689488526
4634697;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;404,229689488526
4634697;1;3;1;50;13; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;404,229689488526
4634698;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;461,316842008821
4634698;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;461,316842008821
4634698;1;3;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;461,316842008821
4634699;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;598,167435974326
4634699;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;598,167435974326
4634699;1;3;1;50;13; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;598,167435974326
4634700;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;468,984130254541
4634700;1;2;1;50;13; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06;1;13;468,984130254541
4634700;1;3;1;50;13; ; ;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;468,984130254541
4634701;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;426,551366854173
4634701;1;2;1;50;13; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;426,551366854173
4634702;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;483,555412562647
4634702;1;2;1;50;13; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;483,555412562647
4634703;1;1;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;446,020214569715
4634703;1;2;1;50;13; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06;1;13;446,020214569715
4634704;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;414,716940235708
4634704;1;2;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;414,716940235708
4634704;1;3;1;50;13;3; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;13;414,716940235708
4634704;1;4;1;50;13; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;414,716940235708
4634705;1;1;1;50;13; ; ;1;6;PENSIONADO;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;461,740361098595
4634705;1;2;1;50;13; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;461,740361098595
4634705;2;1;2;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;461,740361098595
4634705;2;2;2;50;13; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;461,740361098595
4634706;1;1;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;319,355045310168
4634706;1;2;1;50;13; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;319,355045310168
4634707;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;504,076127652232
4634708;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;453,142927861505
4634708;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;453,142927861505
4634709;1;1;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;495,803527868898
4634709;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;495,803527868898
4634709;1;3;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;495,803527868898
4634710;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;576,474106892946
4634710;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;576,474106892946
4634711;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;447,290801173161
4634711;1;2;1;50;13; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;447,290801173161
4634712;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;483,555412562647
4634712;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;483,555412562647
4634713;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;441,536337850065
4634713;1;2;1;50;13; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;441,536337850065
4634713;1;3;1;50;13; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;13;441,536337850065
4634713;1;4;1;50;13; ; ;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;13;441,536337850065
4634789;1;1;1;50;17; ; ;1;3; ;2;2;2;2;1;12; ; ; ; ; ; ;06;1;17;188,627266658942
4634790;1;1;1;50;17; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;171,32574800485
4634791;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;230,272759187129
4634791;1;2;1;50;17;6; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;17;230,272759187129
4634791;1;3;1;50;17; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;230,272759187129
4634792;1;1;1;50;17; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;157,346815847321
4634792;1;2;1;50;17; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;157,346815847321
4634792;1;3;1;50;17; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;157,346815847321
4634792;1;4;1;50;17; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;157,346815847321
4634793;1;1;1;50;17; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;180,552228564344
4634793;1;2;1;50;17;2; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;17;180,552228564344
4634793;1;3;1;50;17;2; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;17;180,552228564344
4634793;1;4;1;50;17; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;180,552228564344
4634794;1;1;1;50;17; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;164,385281403018
4634795;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;241,855316299942
4634795;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;241,855316299942
4634795;1;3;1;50;17; ; ;3;3; ;2;2;1; ; ; ; ; ; ; ; ; ;06;1;17;241,855316299942
4634796;1;1;1;50;17; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;188,627266658942
4634797;1;1;1;50;17; ; ;2;6;DE VIAJE;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;163,351199172936
4634797;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;163,351199172936
4634797;1;3;1;50;17; ; ;3;6;HACER DEPORTE;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;163,351199172936
4634797;1;4;1;50;17; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;163,351199172936
4634798;1;1;1;50;17; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;212,183694100945
4634799;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;150,661675644182
4634799;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;150,661675644182
4634799;1;3;1;50;17; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;150,661675644182
4634799;1;4;1;50;17; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;150,661675644182
4634800;1;1;1;50;17; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;164,385281403018
4634801;1;1;1;50;17; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;164,385281403018
4634802;1;1;1;50;17; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;176,974315669088
4634803;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;223,447564048097
4634803;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;223,447564048097
4634803;1;3;1;50;17; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;223,447564048097
4634803;1;4;1;50;17; ; ;4;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06;1;17;223,447564048097
4634804;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;188,222670597937
4634804;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;188,222670597937
4634805;1;1;1;50;17; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;176,974315669088
4634806;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;217,613331044019
4634806;1;2;1;50;17; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;217,613331044019
4634806;1;3;1;50;17; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;217,613331044019
4634807;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;357,516565137886
4634807;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;357,516565137886
4634808;1;1;1;50;17; ; ;1;6;HACER DILIGENCIAS PERSONALES;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;182,318776535006
4634808;1;2;1;50;17; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;182,318776535006
4634809;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;187,21173341326
4634809;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;187,21173341326
4634809;1;3;1;50;17; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;187,21173341326
4634810;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;229,080616694033
4634810;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;229,080616694033
4634811;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;163,250709910252
4634811;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;163,250709910252
4634811;1;3;1;50;17; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;163,250709910252
4634811;1;4;1;50;17; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;163,250709910252
4634812;1;1;1;50;17; ; ;1;6;DESCANSANDO;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;182,318776535006
4634812;1;2;1;50;17; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;182,318776535006
4634813;1;1;1;50;17; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;158,661859830318
4634813;1;2;1;50;17; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;158,661859830318
4634814;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;164,006320696236
4634814;1;2;1;50;17; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;164,006320696236
4634814;1;3;1;50;17; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;164,006320696236
4634815;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;193,871238262175
4634815;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;193,871238262175
4634816;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;145,768718765929
4634816;1;2;1;50;17; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;145,768718765929
4634816;1;3;1;50;17; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;145,768718765929
4634817;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;213,375836594041
4634817;1;2;1;50;17; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;213,375836594041
4634818;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;147,364724501842
4634818;1;2;1;50;17; ; ;2;3; ;2;2;2;2;1;12; ; ; ; ; ; ;06;1;17;147,364724501842
4634819;1;1;1;50;17; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;187,21173341326
4634819;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;187,21173341326
4634819;1;3;1;50;17; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;187,21173341326
4634820;1;1;1;50;17; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;188,222670597937
4634820;1;2;1;50;17; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;188,222670597937
4634821;1;1;1;50;17; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;170,314810820172
4634821;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;170,314810820172
4634822;1;1;1;50;17; ; ;1;6;DESCANSANDO;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;200,631232373776
4634823;1;1;1;50;17; ; ;1;6;JUGAR BILLAR;1; ; ; ; ; ; ; ; ; ; ; ;06;1;17;176,670208870768
4634823;2;1;2;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;176,670208870768
4634824;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;144,353185520246
4634824;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;144,353185520246
4634824;1;3;1;50;17; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;144,353185520246
4634824;1;4;1;50;17; ; ;4;4; ;2;2;2;2;1;10; ; ; ; ; ; ;06;1;17;144,353185520246
4634824;1;5;1;50;17; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;144,353185520246
4634825;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;248,514821148858
4634825;1;2;1;50;17; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;248,514821148858
4634826;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;150,661675644182
4634826;1;2;1;50;17; ; ;1;6;ALCOHOLICO;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;150,661675644182
4634826;1;3;1;50;17; ; ;1;6;HOSPITALIZADO;2;1; ; ; ; ; ; ; ; ; ; ;06;1;17;150,661675644182
4634826;1;4;1;50;17;2; ;4;3; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;17;150,661675644182
4634827;1;1;1;50;17; ; ;1;6;CUIDADO DE SU MADRE QUE SE ENCONTRABA HOSPITALIZADA;2;2;2;2;1;7; ;2; ;2; ; ;06;1;17;170,314810820172
4634827;1;2;1;50;17; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;170,314810820172
4634828;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;174,903660900106
4634828;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;174,903660900106
4634828;1;3;1;50;17; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;174,903660900106
4634828;1;4;1;50;17; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;174,903660900106
4634829;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;171,32574800485
4634830;1;1;1;50;17; ; ;1;6;HACER DILIGENCIAS PERSONALES;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;200,631232373776
4634831;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;171,32574800485
4634832;1;1;1;50;17; ; ;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;182,318776535006
4634832;1;2;1;50;17; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;182,318776535006
4634833;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;175,129283826366
4634833;1;2;1;50;17; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;175,129283826366
4634833;1;3;1;50;17; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;175,129283826366
4634833;1;4;1;50;17; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;175,129283826366
4634834;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;171,32574800485
4634835;1;1;1;50;17; ; ;1;6;LEER Y ESCRIBIR;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;200,631232373776
4634836;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;188,222670597937
4634836;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;188,222670597937
4634837;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;188,222670597937
4634837;1;2;1;50;17;2; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;17;188,222670597937
4634838;1;1;1;50;17; ; ;1;6;CAMINAR Y LEER;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;192,556194279178
4634838;1;2;1;50;17; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;192,556194279178
4634838;1;3;1;50;17; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;192,556194279178
4634838;1;4;1;50;17; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;192,556194279178
4634839;1;1;1;50;17; ; ;1;6;HACER DILIGENCIAS PERSONALES;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;139,741190394908
4634839;1;2;1;50;17; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;139,741190394908
4634839;1;3;1;50;17; ; ;3;6;HACER DEPORTE;2;2;2;2;1;8; ;2; ;2; ; ;06;1;17;139,741190394908
4634839;1;4;1;50;17; ; ;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;139,741190394908
4634839;1;5;1;50;17; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;139,741190394908
4634840;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;241,574354547027
4634840;1;2;1;50;17; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;241,574354547027
4634841;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;188,222670597937
4634841;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;188,222670597937
4634842;1;1;1;50;17; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;164,385281403018
4634843;1;1;1;50;17; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;164,385281403018
4634844;1;1;1;50;17; ; ;1;3; ;2;2;2;2;1;12; ; ; ; ; ; ;06;1;17;188,627266658942
4634845;1;1;1;50;17; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;97,6433857539288
4634845;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;97,6433857539288
4634845;1;3;1;50;17; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;97,6433857539288
4634845;1;4;1;50;17; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;97,6433857539288
4634846;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;230,202365310088
4634846;1;2;1;50;17; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;06;1;17;230,202365310088
4634846;1;4;1;50;17; ; ;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;230,202365310088
4634847;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;248,514821148858
4634847;1;2;1;50;17; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;06;1;17;248,514821148858
4634848;1;1;1;50;17; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;176,974315669088
4634849;1;1;1;50;17; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;186,807137352255
4634849;1;2;1;50;17;2; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;17;186,807137352255
4634849;1;3;1;50;17; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;186,807137352255
4634849;1;4;1;50;17; ; ;4;6;VACACIONES;2;1; ; ; ; ; ; ; ; ; ; ;06;1;17;186,807137352255
4634850;1;1;1;50;17; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;153,01329216608
4634850;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;153,01329216608
4634851;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;151,417286430167
4634851;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;151,417286430167
4634851;1;3;1;50;17; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;151,417286430167
4634852;1;1;1;50;17; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;241,755559855445
4634852;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;241,755559855445
4634852;1;3;1;50;17; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;241,755559855445
4634852;1;4;1;50;17; ; ;4;4; ;2;2;2;2;1;10; ; ; ; ; ; ;06;1;17;241,755559855445
4634853;1;1;1;50;17; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;199,215699128093
4634853;1;2;1;50;17; ; ;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;199,215699128093
4634853;1;3;1;50;17; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;199,215699128093
4634854;1;1;1;50;17; ; ;1;6;HACER DILIGENCIAS PERSONALES;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;182,318776535006
4634854;1;2;1;50;17; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;182,318776535006
4634855;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;139,109213917013
4634855;1;2;1;50;17; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;139,109213917013
4634855;1;3;1;50;17; ; ;3;2; ;1; ; ; ; ; ; ; ; ; ; ; ;06;1;17;139,109213917013
4634855;1;4;1;50;17; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;139,109213917013
4634856;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;108,107234549489
4634856;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;108,107234549489
4634856;1;3;1;50;17; ; ;3;3; ;2;2;2;2;1;11; ; ; ; ; ; ;06;1;17;108,107234549489
