DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
4636268;1;2;1;70;05;8;48;1; ;2;8;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;850000;2; ;32;32;60;1;1;6041;06;05;1163,77621899198
4636270;1;1;1;70;05;40;48;1; ;2;8;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1100000;2; ;95;95;45;1;2;4521;06;05;1195,07201986485
4636289;1;2;1;70;05;24;48;1; ;2;104;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;32;32;22;1;2;2220;06;05;1676,89844858939
4636295;1;2;1;70;05;24;24;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;38; ; ;1;2; ;06;05;954,668741489621
4636296;1;2;1;70;05;32;48;3; ;2;28;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;54;40;50;1;2;5030;06;05;1047,60860861374
4636298;1;2;1;70;05;28;28;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781000; ; ;03; ; ;1;2; ;06;05;1029,66627338275
4636348;1;3;1;70;08;24;48;1; ;2;24;5; ;5;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;03;21;29;1;2;2929;06;08;582,975692725131
4636351;1;3;1;70;08;5;40;1; ;2;6;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;54;54;95;1;1;9500;06;08;381,890687532192
4636357;1;2;1;70;08;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ;33; ; ;1;1; ;06;08;459,932565109295
4636369;1;1;1;70;08;6;48;1; ;2;128;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;2; ;21;34;74;1;1;7411;06;08;430,215252437244
4636375;1;2;1;70;08;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ;16; ; ;1;1; ;06;08;536,163628174658
4636377;1;3;1;70;08;2;48;1; ;2;2;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;1;781000;781000;2; ;45;45;15;1;1;1551;06;08;531,78402912364
4636378;1;1;1;70;08;38;48;3; ;2;38;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;54;45;52;1;2;5262;06;08;699,333879082437
4636378;1;6;1;70;08;20;48;1; ;2;20;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;13;45;52;1;2;5233;06;08;699,333879082437
4636384;1;2;1;70;08;4;48;1; ;2;4;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;39;79;45;1;1;4521;06;08;656,37062262474
4636389;1;2;1;70;08;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;2000000; ; ;02; ; ;1;1; ;06;08;551,121335347897
4636395;1;1;1;70;08;16;48;1; ;2;17;1; ;4;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;800000;2; ;45;45;52;1;2;5234;06;08;570,371870495279
4636397;1;2;1;70;08;4;48;1; ;2;12;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;53;45;80;1;1;8012;06;08;570,454457607193
4636403;1;2;1;70;08;8;48;4; ;2;24;4; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;39;39;75;1;1;7512;06;08;629,558690070491
4636403;1;5;1;70;08;32;48;1; ;2;32;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;97;58;52;1;2;5211;06;08;629,558690070491
4636404;1;1;1;70;08;5;48;1; ;2;51;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;07;07;85;1;1;8512;06;08;607,239129365356
4636405;1;2;1;70;08;52;24;3; ;2;208;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;54;54;95;1;2;9500;06;08;669,297231601967
4636417;1;3;1;70;08;2;48;1; ;2;5;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;1;98;98;2; ;33;53;55;1;1;5529;06;08;447,730664799777
4636417;1;4;1;70;08;18;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781000; ; ;33; ; ;1;2; ;06;08;447,730664799777
4636427;1;4;1;70;08;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;95; ; ;1;1; ;06;08;626,722556904738
4636434;1;2;1;70;08;40;48;1; ;2;40;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;39;39;74;1;2;7413;06;08;603,176932973331
4636436;1;4;1;70;08;4;48;1; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;900000;2; ;33;97;63;1;1;6310;06;08;620,717233516997
4636441;1;5;1;70;08;24;48;1; ;2;24;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1800000;2; ;03;03;15;1;2;1512;06;08;477,722221483327
4636446;1;3;1;70;08;12;48;1; ;2;12;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;33;97;18;1;1;1810;06;08;539,005145428793
4636449;1;3;1;70;08;32;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781000; ; ;44; ; ;1;2; ;06;08;555,496750433954
4636454;1;2;1;70;08;9;24;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;380000; ; ;39; ; ;1;1; ;06;08;493,330388371794
4636454;1;3;1;70;08;4;48;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1200000;1200000;2; ;39;39;85;1;1;8511;06;08;493,330388371794
4636474;1;4;1;70;08;12;48;1; ;2;18;1; ;5;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;54;54;80;1;1;8041;06;08;625,909877036733
4636490;1;2;1;70;08;2;48;1; ;2;2;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;59;59;85;1;1;8512;06;08;526,073152363184
4636495;1;3;1;70;08;8;48;1; ;2;260;3; ;2;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;781242;2; ;45;54;95;1;1;9500;06;08;550,601676820004
4636497;1;3;1;70;08;2;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ;45; ; ;1;1; ;06;08;527,374157803106
4636509;1;2;1;70;08;48;48;1; ;2;48;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;97;53;55;1;2;5529;06;08;642,742993037517
4636517;1;4;1;70;08;2;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781000; ; ;70; ; ;1;1; ;06;08;456,571389327267
4636521;1;4;1;70;08;4;48;1; ;2;4;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;33;33;52;1;1;5211;06;08;582,050988998404
4636530;1;2;1;70;08;6;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ;02; ; ;1;1; ;06;08;640,434696758954
4636573;1;2;1;70;11;4;48;1; ;2;44;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;32;39;52;1;1;5241;06;11;2596,82537961483
4636573;1;5;1;70;11;1;16;1; ;2;1;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;53;55;1;1;5521;06;11;2596,82537961483
4636581;1;3;1;70;11;24;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;45; ; ;1;2; ;06;11;2005,96730336674
4636584;1;3;1;70;11;4;48;1; ;2;4;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;1;50000;781242;2; ;53;59;92;1;1;9241;06;11;2791,27357064857
4636588;1;2;1;70;11;2;30;1; ;2;8;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;53;53;15;1;1;1551;06;11;3861,93610156844
4636589;1;4;1;70;11;8;48;1; ;2;4;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;2; ;02;02;45;1;1;4542;06;11;2506,3935941619
4636591;1;2;1;70;11;32;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ;13; ; ;1;2; ;06;11;2428,03938411633
4636594;1;2;1;70;11;8;48;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;55;85;1;1;8511;06;11;2588,24547596508
4636595;1;3;1;70;11;28;48;1; ;2;36;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;39;39;70;1;2;7010;06;11;2930,45690514018
4636599;1;1;1;70;11;5;48;4; ;2;5;1; ;5;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1200000;1;2;19;18;92;1;1;9241;06;11;2300,08919440567
4636599;1;2;1;70;11;4;40;1; ;2;12;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;33;19;66;1;1;6601;06;11;2300,08919440567
4636604;1;1;1;70;11;3;48;4; ;2;3;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;900000;1000000;2; ;79;79;18;1;1;1810;06;11;2722,16127515526
4636606;1;1;1;70;11;24;48;1; ;2;24;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;58;62;01;1;2;0112;06;11;2630,37599945936
4636621;1;2;1;70;11;8;48;1; ;2;16;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;39;39;63;1;1;6310;06;11;2461,24172517695
4636623;1;3;1;70;11;144;48;1; ;2;120;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;38;53;55;1;2;5521;06;11;3673,988024903
4636627;1;1;1;70;11;12;48;1; ;2;12;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;98;98;60;1;1;6031;06;11;2795,13455818372
4636638;1;3;1;70;11;2;40;1; ;2;48;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;13;13;80;1;1;8042;06;11;2294,58222016503
4636642;1;4;1;70;11;6;48;1; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;55;53;55;1;1;5529;06;11;2753,42308619138
4636654;1;2;1;70;11;5;48;1; ;2;104;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;94;94;36;1;1;3699;06;11;4045,92962109872
4636676;1;2;1;70;11;4;40;1; ;2;144;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;57;93;1;1;9302;06;11;2286,00231651527
4636680;1;3;1;70;11;12;48;1; ;2;12;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;1;5233;06;11;3059,50391987748
4636680;1;5;1;70;11;54;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;45; ; ;1;2; ;06;11;3059,50391987748
4636683;1;2;1;70;11;3;48;1; ;2;3;1; ;6;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;3700000;1;1;21;16;74;1;1;7430;06;11;2594,2110854446
4636689;1;1;1;70;11;52;48;4; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;80;80;19;1;2;1931;06;11;2919,22376035924
4636691;1;2;1;70;11;4;48;1; ;2;18;1; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;17;16;92;1;1;9213;06;11;2396,13068802392
4636691;1;3;1;70;11;4;48;1; ;2;24;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;872000;2; ;45;45;52;1;1;5239;06;11;2396,13068802392
4636697;1;2;1;70;11;52;48;1; ;2;52;1; ;6;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;32;32;74;1;2;7413;06;11;3087,67767565827
4636697;1;4;1;70;11;4;48;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1100000;2; ;45;44;65;1;1;6512;06;11;3087,67767565827
4636698;1;4;1;70;11;52;24;1; ;2;52;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;53;45;52;1;2;5239;06;11;2172,139004695
4636711;1;3;1;70;11;24;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;97; ; ;1;2; ;06;11;2634,34378387256
4636714;1;3;1;70;11;12;48;1; ;2;24;1; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;95;95;45;1;1;4521;06;11;2782,69366699881
4636715;1;1;1;70;11;12;48;1; ;2;12;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;58;58;70;1;1;7020;06;11;2919,22376035924
4636717;1;1;1;70;11;50;40;4; ;2;50;1; ;3;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;3; ;12;12;74;1;2;7411;06;11;3038,59404642014
4636718;1;2;1;70;11;3;48;1; ;2;3;1; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;53;84;50;1;1;5020;06;11;2804,11589088312
4636720;1;2;1;70;11;144;48;1; ;2;144;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;39;39;75;1;2;7512;06;11;2286,00231651527
4636730;1;2;1;70;11;3;48;1; ;2;3;1; ;8;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;59;59;85;1;1;8512;06;11;3737,72085216939
4636735;1;1;1;70;11;20;30;4; ;2;20;4; ;3;2;1; ; ; ; ; ;1; ; ; ; ; ;2; ;1000000;3; ;84;84;51;1;2;5155;06;11;2905,13688246884
4636737;1;1;1;70;11;4;48;1; ;2;4;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;84;84;50;1;1;5020;06;11;2765,73793015276
4636739;1;2;1;70;11;24;40;1; ;2;28;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;2;5211;06;11;3463,65144850038
4636746;1;2;1;70;11;6;40;1; ;2;6;1; ;9;1;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1500000;1;2;19;33;74;1;1;7491;06;11;3510,74384750983
4636747;1;3;1;70;11;4;48;1; ;2;4;1; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;95;95;45;1;1;4521;06;11;2271,91543862487
4636748;1;1;1;70;11;12;48;1; ;2;12;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;95;95;45;1;1;4521;06;11;2905,13688246884
4636753;1;2;1;70;11;4;40;1; ;2;250;3; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;54;95;1;1;9500;06;11;2791,27357064857
4636757;1;2;1;70;11;5;48;1; ;2;5;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;55;74;1;1;7491;06;11;3435,64516944703
4636758;1;3;1;70;11;24;48;1; ;2;12;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;84;50;1;2;5020;06;11;3111,44128222507
4636763;1;3;1;70;11;1;40;1; ;2;12;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;38;45;64;1;1;6421;06;11;2914,37879702109
4636768;1;2;1;70;11;5;48;1; ;2;5;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;39;57;93;1;1;9302;06;11;2469,99583604555
4636768;1;3;1;70;11;24;48;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;33;44;65;1;2;6512;06;11;2469,99583604555
4636769;1;1;1;70;11;4;48;1; ;2;4;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;79;79;18;1;1;1810;06;11;2693,98751937447
4636771;1;1;1;70;11;12;48;1; ;2;12;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1700000;2; ;03;03;70;1;1;7010;06;11;3065,69887563179
4636773;1;5;1;70;11;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ;03; ; ;1;1; ;06;11;2271,91543862487
4636779;1;1;1;70;11;8;48;5; ;2;8;4; ;1;2;2; ; ;1; ; ; ; ; ; ; ; ;2; ;781242;1;4;95;95;45;1;1;4521;06;11;2000,4603291261
4636779;1;3;1;70;11;24;48;1; ;2;24;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;33;33;52;1;2;5239;06;11;2000,4603291261
4636794;1;1;1;70;11;40;40;3; ;2;40;1; ;2;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;781242;2; ;54;45;52;1;2;5237;06;11;3038,59404642014
4636819;1;1;1;70;11;12;48;1; ;2;12;1; ;4;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;80;80;19;1;1;1921;06;11;2704,33945695325
4636835;1;2;1;70;11;4;40;1; ;2;24;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;1;5234;06;11;2410,21756591432
4636839;1;2;1;70;11;4;10;1; ;2;98;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;38;92;22;1;1;2233;06;11;3176,48925804293
4636841;1;1;1;70;11;22;48;4; ;2;22;4; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;4000000;1;1;30;33;75;1;2;7513;06;11;2693,98751937447
4636869;1;2;1;70;13;12;48;1; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;98;781242;2; ;37;33;60;1;1;6031;06;13;434,497444394463
4636871;1;1;1;70;13;8;40;3; ;2;16;3; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;54;54;95;1;1;9500;06;13;446,44373365949
4636878;1;5;1;70;13;24;40;1; ;2;24;1; ;5;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;45;52;1;2;5241;06;13;541,708322491896
4636890;1;2;1;70;13;8;48;1; ;2;8;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;55;50;1;1;5040;06;13;282,462085636415
4636890;1;4;1;70;13;8;40;3; ;2;8;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;59;59;95;1;1;9500;06;13;282,462085636415
4636892;1;2;1;70;13;8;48;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;58;58;74;1;1;7492;06;13;412,599286118591
4636907;1;1;1;70;13;4;48;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;98;99;2; ;02;39;52;1;1;5211;06;13;346,997807173026
4636917;1;2;1;70;13;8;48;1; ;2;8;1; ;8;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;53;53;85;1;1;8511;06;13;490,351883523675
4636917;1;3;1;70;13;20;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;13; ; ;1;2; ;06;13;490,351883523675
4636925;1;2;1;70;13;4;50;1; ;2;4;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;600000;2; ;95;95;45;1;1;4521;06;13;369,319484538673
4636926;1;2;1;70;13;8;48;1; ;2;8;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;54;54;55;1;1;5511;06;13;504,294846881636
4636928;1;5;1;70;13;12;48;1; ;2;12;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;53;53;55;1;1;5521;06;13;364,192673647207
4636929;1;1;1;70;13;20;48;1; ;2;20;1; ;9;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;98;2; ;85;85;23;1;2;2322;06;13;552,807573577373
4636930;1;2;1;70;13;3;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;980000; ; ;59; ; ;1;1; ;06;13;415,948142146528
4636935;1;1;1;70;13;4;48;3; ;2;4;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;54;54;95;1;1;9500;06;13;353,418212080471
4636940;1;2;1;70;13;8;46;3; ;2;192;3; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;700000;2; ;54;54;95;1;1;9500;06;13;361,592126227786
4636999;1;2;1;70;13;16;40;1; ;2;24;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;53;45;52;1;2;5233;06;13;449,515282538998
4637005;1;5;1;70;13;4;48;1; ;2;4;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;700000;700000;2; ;53;95;45;1;1;4530;06;13;354,567076301244
4637020;1;2;1;70;13;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;98; ; ;03; ; ;1;1; ;06;13;525,769456733612
4637142;1;2;1;70;17;5;48;1; ;2;8;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;03;34;41;1;1;4100;06;17;164,666243155934
4637144;1;2;1;70;17;9;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;38; ; ;1;1; ;06;17;140,424257900011
4637146;1;2;1;70;17;156;48;1; ;2;156;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;99;90;1;2;9000;06;17;205,119593191025
4637160;1;2;1;70;17;6;48;1; ;2;16;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;62;97;15;1;1;1551;06;17;217,613331044019
4637163;1;9;1;70;17;24;48;1; ;2;24;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;55;99;50;1;2;5020;06;17;284,918574247485
4637169;1;2;1;70;17;12;48;1; ;2;12;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;1500000;2; ;15;15;91;1;1;9192;06;17;140,424257900011
4637171;1;5;1;70;17;28;66;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;97;97;15;1;2;1530;06;17;176,165856365266
4637173;1;2;1;70;17;52;48;1; ;2;104;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;07;17;92;1;2;9219;06;17;236,932264036044
4637180;1;2;1;70;17;16;48;1; ;2;16;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;33;33;35;1;2;3591;06;17;188,222670597937
4637186;1;4;1;70;17;24;48;1; ;2;24;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;72;72;28;1;2;2893;06;17;131,119351899571
4637201;1;3;1;70;17;52;48;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;36000;781242;2; ;45;45;52;1;2;5231;06;17;157,321180493098
4637784;1;3;1;70;23;2;48;1; ;2;10;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;58;58;75;1;1;7522;06;23;194,240836405996
4637784;1;4;1;70;23;4;40;1; ;2;32;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;250000;2; ;45;54;95;1;1;9500;06;23;194,240836405996
4637786;1;1;1;70;23;8;48;1; ;2;8;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;95;95;45;1;1;4521;06;23;137,974394401148
4637788;1;1;1;70;23;14;48;1; ;2;14;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;93;93;45;1;2;4521;06;23;145,205633458529
4637799;1;5;1;70;23;8;48;3; ;2;8;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;54;54;95;1;1;9500;06;23;187,458540555518
4637809;1;1;1;70;23;24;48;1; ;2;30;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;59;59;85;1;2;8511;06;23;128,112162691648
4637814;1;3;1;70;23;20;48;1; ;2;20;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;03;03;85;1;2;8511;06;23;156,314961215248
4637816;1;2;1;70;23;21;40;1; ;2;25;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;53;53;55;1;2;5521;06;23;116,393878088017
4637821;1;1;1;70;23;27;48;1; ;2;28;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;11;11;52;1;2;5239;06;23;124,358039407293
4637824;1;3;1;70;23;1;48;1; ;2;2;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;45;34;75;1;1;7512;06;23;195,003100933321
4637825;1;3;1;70;23;40;48;1; ;2;40;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;41;52;1;2;5211;06;23;117,609027891153
4637825;1;7;1;70;23;40;48;1; ;2;50;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;2;5239;06;23;117,609027891153
4637830;1;2;1;70;23;6;48;1; ;2;32;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;33;54;95;1;1;9500;06;23;147,229289455467
4637838;1;5;1;70;23;16;50;1; ;2;52;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;45;45;52;1;2;5211;06;23;268,479825515793
4637842;1;2;1;70;23;12;48;1; ;2;16;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;45;45;52;1;1;5239;06;23;154,783771632196
4637853;1;3;1;70;23;40;40;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;98; ; ;1;2; ;06;23;178,258886700959
4637862;1;5;1;70;23;3;50;1; ;2;5;1; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;58;45;52;1;1;5211;06;23;198,050658993703
4637864;1;4;1;70;23;16;48;1; ;2;20;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;95;95;45;1;2;4521;06;23;171,593148863243
4637865;1;1;1;70;23;24;48;1; ;2;255;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;45;54;95;1;2;9500;06;23;150,973949044489
