DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;MES;RAMA4D_D;DPTO;fex_c_2011;AREA
4635435;1;2;1;70;1;30;48;1; ;2;50;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;55;53;55;1;2;06;5529;63;192,663267734742;63
4635438;1;2;1;70;1;8;40;4; ;2;8;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781240;2; ;57;57;93;1;1;06;9302;63;123,654654112831;63
4635438;1;3;1;70;1;2;48;4; ;2;2;4; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;1;2500000;2500000;2; ;19;19;75;1;1;06;7512;63;123,654654112831;63
4635440;1;1;1;70;1;2;48;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;60000;450000;3; ;95;95;45;1;1;06;4521;63;171,887855280359;63
4635456;1;2;1;70;1;3;48;1; ;2;3;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1000000;781242;2; ;95;95;45;1;1;06;4530;66;345,829603920863;66
4635458;1;1;1;70;1;4;48;3; ;2;12;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;54;54;95;1;1;06;9500;66;386,548733588042;66
4635466;1;2;1;70;1;26;48;1; ;2;26;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;95;95;15;1;2;06;1551;66;313,783344374082;66
4635482;1;1;1;70;1;24;48;1; ;2;24;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781500;2; ;45;45;52;1;2;06;5231;66;399,101225218417;66
4635493;1;3;1;70;1;4;48;1; ;2;4;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;1;900000;781242;2; ;34;32;75;1;1;06;7523;66;295,803407393434;66
4635507;1;4;1;70;1;2;48;1; ;2;2;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1800000;900000;2; ;32;39;75;1;1;06;7512;66;316,046960573795;66
4635525;1;3;1;70;1;21;48;1; ;2;21;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;2;06;5239;66;298,179759053691;66
4635533;1;1;1;70;1;28;48;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;2;06;5211;66;380,880311713916;66
4635542;1;3;1;70;1;17;48;1; ;2;17;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;32;32;85;1;2;06;8512;66;273,213145227333;66
4635547;1;2;1;70;1;57;48;1; ;2;104;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781500;2; ;45;45;52;1;2;06;5235;66;394,183833492311;66
4635562;1;2;1;70;1;52;24;1; ;2;96;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;59;31;75;1;2;06;7512;66;399,101225218417;66
4635565;1;3;1;70;1;20;48;1; ;2;20;1; ;4;1;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;53;53;55;1;2;06;5521;66;358,382095551238;66
4635568;1;2;1;70;1;20;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;45; ; ;1;2;06; ;66;401,949331824919;66
4635580;1;2;1;70;1;20;48;1; ;2;24;1; ;9;1;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1300000;1;1;19;19;85;1;2;06;8512;68;468,420926714369;68
4635586;1;3;1;70;1;4;40;1; ;2;4;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;1;200000;781200;2; ;39;53;55;1;1;06;5521;68;391,982574720543;68
4635593;1;3;1;70;1;8;48;1; ;2;8;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;45;55;1;1;06;5530;68;423,802536484296;68
4635602;1;2;1;70;1;20;48;1; ;2;20;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1300000;2; ;45;44;65;1;2;06;6512;68;527,633382558576;68
4635610;1;4;1;70;1;24;48;1; ;2;24;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;59;59;85;1;2;06;8513;68;522,023711075895;68
4635623;1;1;1;70;1;20;48;4; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;54;41;52;1;2;06;5233;68;493,628173358512;68
4635652;1;1;1;70;1;8;48;1; ;2;8;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;95;95;45;1;1;06;4521;73;325,336101752125;73
4635652;1;3;1;70;1;8;48;4; ;2;8;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;55;99;55;1;1;06;5521;73;325,336101752125;73
4635664;1;4;1;70;1;8;48;1; ;2;12;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;1;06;5225;73;284,427342950842;73
4635675;1;2;1;70;1;52;48;1; ;2;99;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;33;45;15;1;2;06;1551;73;452,703318198768;73
4635677;1;1;1;70;1;3;66;4; ;2;3;4; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;1;250000;781242;2; ;97;97;74;1;1;06;7495;76;1389,70710865278;76
4635677;1;2;1;70;1;4;48;1; ;2;3;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;1;45000;781242;2; ;98;98;60;1;1;06;6041;76;1389,70710865278;76
4635677;1;3;1;70;1;20;42;1; ;2;20;4; ;6;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;45;97;74;1;2;06;7495;76;1389,70710865278;76
4635689;1;3;1;70;1;12;48;1; ;2;17;1; ;3;2;4; ; ; ; ; ; ; ; ;1;RECIBE UNA RENTA; ;2; ;1000000;2; ;33;33;52;1;1;06;5211;76;811,95692457517;76
4635693;1;2;1;70;1;10;30;1; ;2;8;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;54;54;85;1;1;06;8532;76;1434,72829480212;76
4635697;1;2;1;70;1;4;48;1; ;2;104;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;53;38;64;1;1;06;6422;76;1071,46977004311;76
4635702;1;3;1;70;1;28;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;45; ; ;1;2;06; ;76;1216,79915275995;76
4635703;1;3;1;70;1;70;48;1; ;2;25;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;33;33;18;1;2;06;1810;76;1137,52884314339;76
4635703;1;4;1;70;1;20;30;1; ;2;16;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;33;55;1;2;06;5521;76;1137,52884314339;76
4635710;3;2;3;70;1;9;48;1; ;2;9;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;33;33;85;1;1;06;8512;76;979,248327053304;76
4635718;1;1;1;70;1;60;58;4; ;2;200;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;53;55;1;2;06;5529;76;901,849430409004;76
4635733;1;2;1;70;1;4;48;1; ;2;2;1; ;5;2;4; ; ; ; ; ; ; ; ; ; ;1;1;60000;781242;2; ;77;77;15;1;1;06;1551;76;1254,89889800504;76
4635740;1;1;1;70;1;26;42;4; ;2;26;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;57;57;93;1;2;06;9302;76;996,787807182615;76
4635764;1;3;1;70;1;25;48;1; ;2;2;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;97;85;52;1;2;06;5235;76;1214,35602288595;76
4636156;1;1;1;70;1;8;48;1; ;2;10;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;58;45;15;1;1;06;1551;05;1075,92420673572;05
4636162;1;2;1;70;1;4;48;1; ;2;4;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;1;781242;800000;2; ;95;95;45;1;1;06;4521;05;1341,81431702155;05
4636162;1;3;1;70;1;12;24;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ;45; ; ;1;1;06; ;05;1341,81431702155;05
4636162;1;4;1;70;1;4;24;1; ;2;20;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;57;92;22;1;1;06;2220;05;1341,81431702155;05
4636166;1;3;1;70;1;12;48;1; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;53;55;1;1;06;5529;05;1512,10325546316;05
4636166;1;4;1;70;1;8;48;1; ;2;10;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;16;16;17;1;1;06;1730;05;1512,10325546316;05
4636168;1;2;1;70;1;3;48;1; ;2;6;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;62;62;70;1;1;06;7020;05;934,849951202355;05
4636169;1;3;1;70;1;3;48;1; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;780000;1000000;2; ;98;98;60;1;1;06;6022;05;1191,23906647983;05
4636178;1;3;1;70;1;5;48;1; ;2;190;1; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;15;1;1;06;1551;05;785,78183310856;05
4636180;1;1;1;70;1;4;48;1; ;2;4;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;53;53;55;1;1;06;5521;05;1096,99789850582;05
4636181;1;2;1;70;1;2;48;1; ;2;4;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;1;900000;1000000;2; ;45;45;92;1;1;06;9242;05;1509,39992455272;05
4636182;1;1;1;70;1;12;48;1; ;2;98;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;55;85;1;1;06;8511;05;1665,3492290717;05
4636190;1;2;1;70;1;52;48;1; ;2;24;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;39;45;51;1;2;06;5127;05;1206,13596503491;05
4636193;1;6;1;70;1;104;48;1; ;2;104;1; ;7;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;98;39;18;1;2;06;1810;05;970,029064822865;05
4636195;1;2;1;70;1;2;20;4; ;2;2;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;1;70000;300000;2; ;79;79;52;1;1;06;5271;05;1084,89537435122;05
4636204;1;8;1;70;1;12;48;1; ;2;12;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;95;95;45;1;1;06;4521;05;1352,87826219161;05
4636205;1;1;1;70;1;104;48;1; ;2;750;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;15;15;45;1;2;06;4530;05;1231,10784411506;05
4636209;1;4;1;70;1;5;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;97; ; ;1;1;06; ;05;1482,86905530642;05
4636209;1;10;1;70;1;5;48;1; ;2;12;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;77;77;15;1;1;06;1551;05;1482,86905530642;05
4636209;1;11;1;70;1;5;48;1; ;2;15;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;77;45;52;1;1;06;5262;05;1482,86905530642;05
4636214;1;2;1;70;1;9;48;1; ;2;9;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;4000000;2; ;45;45;51;1;1;06;5139;05;1038,63744099824;05
4636215;1;2;1;70;1;28;48;1; ;2;204;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;53;55;1;2;06;5521;05;1585,70271729129;05
4636224;1;3;1;70;1;24;48;1; ;2;24;1; ;7;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;19;19;74;1;2;06;7499;05;1172,74738660748;05
4636235;1;2;1;70;1;5;48;1; ;2;20;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;53;55;1;1;06;5521;05;1152,22699947429;05
4636241;1;1;1;70;1;8;48;1; ;2;8;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;87;87;28;1;1;06;2811;05;1252,39389838789;05
4636247;1;3;1;70;1;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;39; ; ;1;1;06; ;05;1038,63744099824;05
4636248;1;2;1;70;1;8;48;1; ;2;8;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;30;30;64;1;1;06;6421;05;1163,77621899198;05
4636252;1;3;1;70;1;5;48;1; ;2;58;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;38;64;1;1;06;6421;05;1191,23906647983;05
4636266;1;1;1;70;1;8;48;1; ;2;12;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;39;59;85;1;1;06;8511;05;1506,82187265052;05
4636267;1;1;1;70;1;52;48;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;87;87;28;1;2;06;2811;05;1112,35822183906;05
4636267;1;4;1;70;1;8;48;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;03;03;52;1;1;06;5241;05;1112,35822183906;05
4636268;1;2;1;70;1;8;48;1; ;2;8;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;850000;2; ;32;32;60;1;1;06;6041;05;1163,77621899198;05
4636270;1;1;1;70;1;40;48;1; ;2;8;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1100000;2; ;95;95;45;1;2;06;4521;05;1195,07201986485;05
4636289;1;2;1;70;1;24;48;1; ;2;104;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;32;32;22;1;2;06;2220;05;1676,89844858939;05
4636295;1;2;1;70;1;24;24;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;38; ; ;1;2;06; ;05;954,668741489621;05
4636296;1;2;1;70;1;32;48;3; ;2;28;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;54;40;50;1;2;06;5030;05;1047,60860861374;05
4636298;1;2;1;70;1;28;28;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781000; ; ;03; ; ;1;2;06; ;05;1029,66627338275;05
4636348;1;3;1;70;1;24;48;1; ;2;24;5; ;5;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;03;21;29;1;2;06;2929;08;582,975692725131;08
4636351;1;3;1;70;1;5;40;1; ;2;6;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;54;54;95;1;1;06;9500;08;381,890687532192;08
4636357;1;2;1;70;1;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ;33; ; ;1;1;06; ;08;459,932565109295;08
4636369;1;1;1;70;1;6;48;1; ;2;128;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;2; ;21;34;74;1;1;06;7411;08;430,215252437244;08
4636375;1;2;1;70;1;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ;16; ; ;1;1;06; ;08;536,163628174658;08
4636377;1;3;1;70;1;2;48;1; ;2;2;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;1;781000;781000;2; ;45;45;15;1;1;06;1551;08;531,78402912364;08
4636378;1;1;1;70;1;38;48;3; ;2;38;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;54;45;52;1;2;06;5262;08;699,333879082437;08
4636378;1;6;1;70;1;20;48;1; ;2;20;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;13;45;52;1;2;06;5233;08;699,333879082437;08
4636384;1;2;1;70;1;4;48;1; ;2;4;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;39;79;45;1;1;06;4521;08;656,37062262474;08
4636389;1;2;1;70;1;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;2000000; ; ;02; ; ;1;1;06; ;08;551,121335347897;08
4636395;1;1;1;70;1;16;48;1; ;2;17;1; ;4;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;800000;2; ;45;45;52;1;2;06;5234;08;570,371870495279;08
4636397;1;2;1;70;1;4;48;1; ;2;12;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;53;45;80;1;1;06;8012;08;570,454457607193;08
4636403;1;2;1;70;1;8;48;4; ;2;24;4; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;39;39;75;1;1;06;7512;08;629,558690070491;08
4636403;1;5;1;70;1;32;48;1; ;2;32;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;97;58;52;1;2;06;5211;08;629,558690070491;08
4636404;1;1;1;70;1;5;48;1; ;2;51;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;07;07;85;1;1;06;8512;08;607,239129365356;08
4636405;1;2;1;70;1;52;24;3; ;2;208;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;54;54;95;1;2;06;9500;08;669,297231601967;08
4636417;1;3;1;70;1;2;48;1; ;2;5;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;1;98;98;2; ;33;53;55;1;1;06;5529;08;447,730664799777;08
4636417;1;4;1;70;1;18;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781000; ; ;33; ; ;1;2;06; ;08;447,730664799777;08
4636427;1;4;1;70;1;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;95; ; ;1;1;06; ;08;626,722556904738;08
4636434;1;2;1;70;1;40;48;1; ;2;40;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;39;39;74;1;2;06;7413;08;603,176932973331;08
4636436;1;4;1;70;1;4;48;1; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;900000;2; ;33;97;63;1;1;06;6310;08;620,717233516997;08
4636441;1;5;1;70;1;24;48;1; ;2;24;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1800000;2; ;03;03;15;1;2;06;1512;08;477,722221483327;08
4636446;1;3;1;70;1;12;48;1; ;2;12;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;33;97;18;1;1;06;1810;08;539,005145428793;08
4636449;1;3;1;70;1;32;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781000; ; ;44; ; ;1;2;06; ;08;555,496750433954;08
4636454;1;2;1;70;1;9;24;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;380000; ; ;39; ; ;1;1;06; ;08;493,330388371794;08
4636454;1;3;1;70;1;4;48;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1200000;1200000;2; ;39;39;85;1;1;06;8511;08;493,330388371794;08
4636474;1;4;1;70;1;12;48;1; ;2;18;1; ;5;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;54;54;80;1;1;06;8041;08;625,909877036733;08
4636490;1;2;1;70;1;2;48;1; ;2;2;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;59;59;85;1;1;06;8512;08;526,073152363184;08
4636495;1;3;1;70;1;8;48;1; ;2;260;3; ;2;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;781242;2; ;45;54;95;1;1;06;9500;08;550,601676820004;08
4636497;1;3;1;70;1;2;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ;45; ; ;1;1;06; ;08;527,374157803106;08
4636509;1;2;1;70;1;48;48;1; ;2;48;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;97;53;55;1;2;06;5529;08;642,742993037517;08
4636517;1;4;1;70;1;2;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781000; ; ;70; ; ;1;1;06; ;08;456,571389327267;08
4636521;1;4;1;70;1;4;48;1; ;2;4;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;33;33;52;1;1;06;5211;08;582,050988998404;08
4636530;1;2;1;70;1;6;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ;02; ; ;1;1;06; ;08;640,434696758954;08
4636573;1;2;1;70;1;4;48;1; ;2;44;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;32;39;52;1;1;06;5241;11;2596,82537961483;11
4636573;1;5;1;70;1;1;16;1; ;2;1;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;53;55;1;1;06;5521;11;2596,82537961483;11
4636581;1;3;1;70;1;24;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;45; ; ;1;2;06; ;11;2005,96730336674;11
4636584;1;3;1;70;1;4;48;1; ;2;4;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;1;50000;781242;2; ;53;59;92;1;1;06;9241;11;2791,27357064857;11
4636588;1;2;1;70;1;2;30;1; ;2;8;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;53;53;15;1;1;06;1551;11;3861,93610156844;11
4636589;1;4;1;70;1;8;48;1; ;2;4;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;2; ;02;02;45;1;1;06;4542;11;2506,3935941619;11
4636591;1;2;1;70;1;32;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ;13; ; ;1;2;06; ;11;2428,03938411633;11
4636594;1;2;1;70;1;8;48;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;55;85;1;1;06;8511;11;2588,24547596508;11
4636595;1;3;1;70;1;28;48;1; ;2;36;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;39;39;70;1;2;06;7010;11;2930,45690514018;11
4636599;1;1;1;70;1;5;48;4; ;2;5;1; ;5;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1200000;1;2;19;18;92;1;1;06;9241;11;2300,08919440567;11
4636599;1;2;1;70;1;4;40;1; ;2;12;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;33;19;66;1;1;06;6601;11;2300,08919440567;11
4636604;1;1;1;70;1;3;48;4; ;2;3;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;900000;1000000;2; ;79;79;18;1;1;06;1810;11;2722,16127515526;11
4636606;1;1;1;70;1;24;48;1; ;2;24;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;58;62;01;1;2;06;0112;11;2630,37599945936;11
4636621;1;2;1;70;1;8;48;1; ;2;16;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;39;39;63;1;1;06;6310;11;2461,24172517695;11
4636623;1;3;1;70;1;144;48;1; ;2;120;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;38;53;55;1;2;06;5521;11;3673,988024903;11
4636627;1;1;1;70;1;12;48;1; ;2;12;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;98;98;60;1;1;06;6031;11;2795,13455818372;11
4636638;1;3;1;70;1;2;40;1; ;2;48;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;13;13;80;1;1;06;8042;11;2294,58222016503;11
4636642;1;4;1;70;1;6;48;1; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;55;53;55;1;1;06;5529;11;2753,42308619138;11
4636654;1;2;1;70;1;5;48;1; ;2;104;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;94;94;36;1;1;06;3699;11;4045,92962109872;11
4636676;1;2;1;70;1;4;40;1; ;2;144;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;57;93;1;1;06;9302;11;2286,00231651527;11
4636680;1;3;1;70;1;12;48;1; ;2;12;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;1;06;5233;11;3059,50391987748;11
4636680;1;5;1;70;1;54;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;45; ; ;1;2;06; ;11;3059,50391987748;11
4636683;1;2;1;70;1;3;48;1; ;2;3;1; ;6;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;3700000;1;1;21;16;74;1;1;06;7430;11;2594,2110854446;11
4636689;1;1;1;70;1;52;48;4; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;80;80;19;1;2;06;1931;11;2919,22376035924;11
4636691;1;2;1;70;1;4;48;1; ;2;18;1; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;17;16;92;1;1;06;9213;11;2396,13068802392;11
4636691;1;3;1;70;1;4;48;1; ;2;24;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;872000;2; ;45;45;52;1;1;06;5239;11;2396,13068802392;11
4636697;1;2;1;70;1;52;48;1; ;2;52;1; ;6;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;32;32;74;1;2;06;7413;11;3087,67767565827;11
4636697;1;4;1;70;1;4;48;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1100000;2; ;45;44;65;1;1;06;6512;11;3087,67767565827;11
4636698;1;4;1;70;1;52;24;1; ;2;52;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;53;45;52;1;2;06;5239;11;2172,139004695;11
4636711;1;3;1;70;1;24;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;97; ; ;1;2;06; ;11;2634,34378387256;11
4636714;1;3;1;70;1;12;48;1; ;2;24;1; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;95;95;45;1;1;06;4521;11;2782,69366699881;11
